Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disoder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$8,300",0.09%,"$1,939.18","$8,248.62",$159.43,0.087,$11.03,0.003,$159.57,0.978,$108.99,0.713,$42.50,0.421,$33.55,0.061,$1.18,0.012,$28.07,0.601,$97.21,1.318,$79.28,2.774,$90.44,0.644,$45.02,0.429,$6.23,0.054,$39.19,0.16,$0.01,0,$161.39,1.602,0.01,0,$145.95,5.217,$120.57,0.723,$12.50,0.051,$0.73,0.004,$2.10,0.031,$40.40,0.39,$15.52,0.014,$18.03,0.047,$0.13,0.001,$1.05,0.01,$6.37,0.076,$21.71,0.524,$22.71,0.404,$56.58,2.369,$49.64,0.511,$111.76,1.091,0.003,0.005,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,$85.26,0.55,$44.43,0.3,$23.63,0.17,$13.18,0.1,$7.62,0.06,$4.57,0.04,$2.83,0.02,$1.83,0.02,$1.21,0.01,$0.81,0.01
"$8,400",0.10%,"$1,949.13","$8,352.89",$161.01,0.088,$11.27,0.003,$159.83,0.98,$109.47,0.716,$42.83,0.424,$33.80,0.062,$1.19,0.012,$28.28,0.605,$97.75,1.32,$79.62,2.779,$90.89,0.646,$45.16,0.43,$6.25,0.054,$39.49,0.16,$0.01,0,$162.68,1.608,0.01,0,$146.43,5.227,$121.64,0.725,$12.55,0.052,$0.76,0.004,$2.12,0.031,$40.72,0.394,$15.68,0.014,$18.12,0.047,$0.13,0.001,$1.06,0.011,$6.45,0.077,$21.83,0.527,$22.90,0.407,$56.72,2.373,$50.59,0.515,$112.09,1.093,0.003,0.005,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,$85.48,0.56,$44.60,0.3,$23.75,0.17,$13.27,0.1,$7.69,0.06,$4.62,0.04,$2.87,0.02,$1.86,0.02,$1.24,0.01,$0.83,0.01
"$8,500",0.09%,"$1,959.00","$8,453.26",$163.29,0.088,$11.49,0.003,$160.06,0.981,$109.83,0.718,$43.07,0.426,$34.06,0.062,$1.20,0.012,$28.48,0.609,$97.98,1.322,$79.89,2.785,$91.10,0.647,$45.25,0.431,$6.26,0.054,$39.58,0.16,$0.01,0,$163.90,1.614,0.01,0,$146.86,5.237,$122.92,0.728,$12.62,0.052,$0.76,0.004,$2.13,0.031,$40.94,0.395,$15.82,0.014,$18.24,0.047,$0.14,0.001,$1.06,0.011,$6.49,0.078,$21.99,0.531,$22.99,0.408,$56.90,2.378,$51.42,0.518,$112.48,1.096,0.003,0.005,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.008,$85.66,0.56,$44.74,0.3,$23.84,0.17,$13.32,0.1,$7.72,0.06,$4.64,0.04,$2.89,0.02,$1.87,0.02,$1.25,0.01,$0.83,0.01
"$8,600",0.08%,"$1,968.77","$8,549.74",$164.79,0.089,$11.74,0.004,$160.25,0.982,$110.17,0.72,$43.21,0.428,$34.31,0.062,$1.22,0.012,$28.63,0.611,$98.38,1.323,$80.20,2.791,$91.37,0.649,$45.36,0.432,$6.27,0.054,$39.73,0.16,$0.01,0,$165.11,1.619,0.01,0,$147.31,5.247,$124.01,0.73,$12.72,0.052,$0.77,0.004,$2.15,0.031,$41.06,0.397,$15.97,0.015,$18.34,0.048,$0.14,0.001,$1.08,0.011,$6.52,0.078,$22.11,0.533,$23.11,0.409,$57.08,2.382,$52.29,0.521,$112.82,1.098,0.003,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.008,$85.81,0.56,$44.86,0.3,$23.92,0.17,$13.37,0.1,$7.76,0.06,$4.66,0.04,$2.90,0.02,$1.88,0.02,$1.25,0.01,$0.83,0.01
"$8,700",0.09%,"$1,978.45","$8,650.09",$166.33,0.089,$12.01,0.004,$160.46,0.983,$110.52,0.722,$43.46,0.43,$34.60,0.063,$1.24,0.012,$28.95,0.616,$98.77,1.325,$80.48,2.796,$91.65,0.65,$45.47,0.433,$6.28,0.054,$39.89,0.16,$0.01,0,$166.43,1.626,0.011,0,$147.65,5.255,$125.14,0.732,$12.94,0.052,$0.78,0.004,$2.18,0.031,$41.28,0.398,$16.14,0.015,$18.46,0.048,$0.15,0.001,$1.09,0.011,$6.71,0.08,$22.24,0.536,$23.24,0.411,$57.24,2.386,$53.21,0.525,$113.22,1.102,0.003,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.009,$85.98,0.56,$44.98,0.31,$24.00,0.17,$13.42,0.1,$7.79,0.06,$4.68,0.04,$2.91,0.02,$1.89,0.02,$1.26,0.01,$0.84,0.01
"$8,800",0.09%,"$1,988.05","$8,753.30",$167.54,0.089,$12.28,0.004,$160.75,0.985,$110.84,0.724,$43.57,0.43,$34.97,0.063,$1.24,0.012,$29.13,0.619,$99.00,1.328,$80.83,2.805,$92.09,0.652,$45.60,0.434,$6.31,0.054,$40.19,0.16,$0.01,0,$168.35,1.634,0.011,0,$148.24,5.267,$126.30,0.735,$13.04,0.052,$0.80,0.004,$2.19,0.031,$41.38,0.399,$16.34,0.015,$18.63,0.048,$0.15,0.001,$1.09,0.011,$6.75,0.08,$22.39,0.539,$23.41,0.414,$57.42,2.392,$54.53,0.529,$113.82,1.105,0.003,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.009,0.009,$86.22,0.56,$45.17,0.31,$24.14,0.17,$13.53,0.1,$7.87,0.06,$4.73,0.04,$2.95,0.02,$1.91,0.02,$1.27,0.01,$0.85,0.01
"$8,900",0.09%,"$1,997.55","$8,848.92",$169.47,0.09,$12.84,0.004,$160.93,0.986,$111.18,0.726,$43.73,0.432,$35.39,0.064,$1.25,0.012,$29.29,0.622,$99.30,1.329,$81.08,2.811,$92.40,0.654,$45.72,0.435,$6.32,0.054,$40.36,0.16,$0.01,0,$169.49,1.639,0.011,0,$148.66,5.279,$127.46,0.737,$13.28,0.053,$0.81,0.004,$2.20,0.031,$41.53,0.4,$16.61,0.015,$18.78,0.049,$0.15,0.001,$1.10,0.011,$6.78,0.081,$22.51,0.542,$23.49,0.415,$57.59,2.396,$55.35,0.532,$114.14,1.107,0.003,0.006,0.007,0.008,0.008,0.008,0.008,0.009,0.009,0.009,$86.37,0.56,$45.28,0.31,$24.21,0.17,$13.58,0.1,$7.90,0.06,$4.76,0.04,$2.96,0.02,$1.92,0.02,$1.28,0.01,$0.85,0.01
"$9,000",0.09%,"$2,006.97","$8,949.62",$171.26,0.09,$13.25,0.004,$161.09,0.987,$111.61,0.729,$43.88,0.433,$35.89,0.064,$1.26,0.012,$29.47,0.626,$99.60,1.331,$81.51,2.818,$92.74,0.656,$45.84,0.437,$6.33,0.054,$40.57,0.16,$0.01,0,$171.29,1.645,0.011,0,$149.15,5.288,$128.16,0.738,$13.34,0.053,$0.81,0.004,$2.21,0.032,$41.67,0.401,$16.95,0.015,$18.95,0.049,$0.16,0.001,$1.10,0.011,$6.83,0.081,$22.65,0.544,$23.69,0.417,$57.82,2.401,$56.89,0.537,$114.40,1.108,0.003,0.006,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.009,$86.50,0.56,$45.37,0.31,$24.28,0.17,$13.62,0.1,$7.93,0.06,$4.78,0.04,$2.98,0.02,$1.93,0.02,$1.28,0.01,$0.86,0.01
"$9,100",0.08%,"$2,016.30","$9,055.81",$172.51,0.091,$13.61,0.004,$161.25,0.988,$111.97,0.731,$44.03,0.434,$36.20,0.064,$1.26,0.012,$29.61,0.628,$99.89,1.333,$81.81,2.824,$93.11,0.657,$45.97,0.438,$6.35,0.055,$40.79,0.16,$0.01,0,$172.56,1.651,0.011,0,$149.51,5.296,$129.51,0.741,$13.46,0.053,$0.85,0.004,$2.25,0.032,$41.79,0.402,$17.16,0.015,$19.04,0.049,$0.17,0.002,$1.10,0.011,$6.87,0.081,$22.74,0.546,$23.84,0.419,$57.97,2.405,$57.83,0.54,$114.73,1.11,0.003,0.006,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,$86.62,0.56,$45.45,0.31,$24.32,0.17,$13.64,0.1,$7.95,0.06,$4.79,0.04,$2.99,0.02,$1.94,0.02,$1.29,0.01,$0.86,0.01
"$9,200",0.08%,"$2,025.54","$9,149.47",$174.11,0.091,$13.95,0.004,$161.42,0.989,$112.39,0.734,$44.17,0.435,$36.62,0.065,$1.27,0.012,$29.73,0.63,$100.17,1.335,$82.16,2.831,$93.43,0.659,$46.11,0.439,$6.36,0.055,$40.96,0.17,$0.02,0,$173.99,1.656,0.011,0,$149.95,5.308,$130.69,0.744,$13.57,0.053,$0.85,0.004,$2.25,0.032,$41.91,0.403,$17.48,0.015,$19.14,0.05,$0.17,0.002,$1.10,0.011,$6.91,0.082,$22.81,0.548,$23.96,0.42,$58.20,2.411,$58.75,0.544,$115.24,1.113,0.003,0.006,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,$86.75,0.56,$45.54,0.31,$24.39,0.17,$13.69,0.1,$7.98,0.06,$4.81,0.04,$3.00,0.02,$1.95,0.02,$1.30,0.01,$0.87,0.01
"$9,300",0.08%,"$2,034.71","$9,252.28",$175.30,0.092,$14.21,0.004,$161.63,0.991,$112.72,0.736,$44.25,0.436,$36.86,0.065,$1.29,0.013,$29.88,0.632,$100.66,1.337,$82.48,2.836,$93.82,0.661,$46.21,0.44,$6.38,0.055,$41.23,0.17,$0.02,0,$175.28,1.662,0.012,0,$150.48,5.316,$131.73,0.745,$13.69,0.054,$0.86,0.004,$2.26,0.032,$41.99,0.404,$17.59,0.015,$19.27,0.05,$0.18,0.002,$1.11,0.011,$6.95,0.082,$22.94,0.55,$24.07,0.421,$58.41,2.415,$59.73,0.547,$115.55,1.114,0.004,0.006,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009,$86.93,0.56,$45.68,0.31,$24.49,0.17,$13.76,0.1,$8.03,0.06,$4.85,0.04,$3.03,0.02,$1.96,0.02,$1.30,0.01,$0.87,0.01
"$9,400",0.09%,"$2,043.79","$9,347.23",$177.29,0.092,$14.71,0.004,$161.85,0.992,$113.13,0.739,$44.39,0.437,$37.31,0.066,$1.30,0.013,$30.06,0.635,$101.02,1.339,$82.74,2.841,$94.23,0.663,$46.32,0.441,$6.43,0.055,$41.48,0.17,$0.02,0,$176.66,1.668,0.012,0,$150.89,5.325,$132.65,0.747,$13.78,0.054,$0.86,0.004,$2.30,0.032,$42.09,0.405,$17.89,0.016,$19.42,0.05,$0.18,0.002,$1.12,0.011,$7.00,0.083,$23.06,0.553,$24.19,0.422,$58.55,2.419,$60.82,0.551,$115.84,1.116,0.004,0.006,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.01,$87.11,0.57,$45.81,0.31,$24.58,0.17,$13.83,0.1,$8.08,0.06,$4.88,0.04,$3.05,0.02,$1.98,0.02,$1.32,0.01,$0.88,0.01
"$9,500",0.07%,"$2,052.79","$9,448.03",$178.86,0.092,$15.02,0.004,$162.02,0.993,$113.45,0.741,$44.58,0.439,$37.60,0.066,$1.32,0.013,$30.22,0.638,$101.22,1.34,$82.97,2.846,$94.47,0.664,$46.41,0.442,$6.44,0.055,$41.62,0.17,$0.02,0,$177.86,1.673,0.012,0,$151.26,5.333,$133.66,0.749,$13.98,0.054,$0.89,0.004,$2.32,0.033,$42.26,0.406,$18.08,0.016,$19.52,0.05,$0.20,0.002,$1.12,0.011,$7.07,0.083,$23.15,0.555,$24.28,0.423,$58.68,2.423,$61.78,0.555,$116.08,1.118,0.004,0.006,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.01,$87.25,0.57,$45.92,0.31,$24.66,0.17,$13.88,0.1,$8.11,0.06,$4.90,0.04,$3.06,0.02,$1.99,0.02,$1.32,0.01,$0.88,0.01
"$9,600",0.08%,"$2,061.71","$9,547.15",$180.42,0.093,$15.45,0.004,$162.19,0.994,$113.78,0.743,$44.79,0.441,$37.91,0.066,$1.32,0.013,$30.63,0.643,$101.45,1.342,$83.25,2.852,$94.78,0.666,$46.50,0.443,$6.45,0.055,$41.83,0.17,$0.02,0,$179.38,1.679,0.012,0,$151.62,5.342,$134.60,0.751,$14.08,0.054,$0.90,0.004,$2.35,0.033,$42.44,0.408,$18.22,0.016,$19.69,0.051,$0.20,0.002,$1.12,0.011,$7.40,0.086,$23.23,0.556,$24.40,0.425,$58.85,2.427,$62.99,0.559,$116.40,1.12,0.004,0.007,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,$87.39,0.57,$46.02,0.31,$24.74,0.17,$13.94,0.1,$8.15,0.06,$4.93,0.04,$3.09,0.03,$2.01,0.02,$1.34,0.01,$0.90,0.01
"$9,700",0.07%,"$2,070.56","$9,652.09",$181.48,0.093,$15.88,0.004,$162.32,0.995,$114.09,0.745,$45.00,0.442,$38.12,0.067,$1.33,0.013,$30.78,0.645,$101.72,1.343,$83.50,2.856,$95.00,0.667,$46.59,0.444,$6.46,0.055,$41.95,0.17,$0.02,0,$180.57,1.684,0.012,0,$152.09,5.35,$135.63,0.753,$14.18,0.054,$0.91,0.004,$2.37,0.033,$42.62,0.409,$18.36,0.016,$19.77,0.051,$0.20,0.002,$1.13,0.011,$7.45,0.086,$23.33,0.558,$24.53,0.427,$58.97,2.43,$63.91,0.562,$116.66,1.122,0.004,0.007,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.01,$87.48,0.57,$46.09,0.31,$24.78,0.17,$13.97,0.1,$8.17,0.06,$4.94,0.04,$3.09,0.03,$2.01,0.02,$1.34,0.01,$0.90,0.01
"$9,800",0.08%,"$2,079.34","$9,748.45",$182.94,0.094,$16.69,0.004,$162.52,0.996,$114.40,0.746,$45.14,0.444,$38.46,0.067,$1.33,0.013,$30.95,0.647,$101.91,1.345,$83.72,2.861,$95.23,0.668,$46.67,0.445,$6.48,0.055,$42.08,0.17,$0.02,0,$182.01,1.691,0.013,0,$152.57,5.361,$136.78,0.755,$14.25,0.054,$1.03,0.004,$2.41,0.033,$42.74,0.41,$18.55,0.016,$19.92,0.051,$0.20,0.002,$1.13,0.011,$7.51,0.087,$23.45,0.561,$24.61,0.428,$59.11,2.433,$64.99,0.566,$117.02,1.125,0.004,0.007,0.008,0.009,0.009,0.01,0.01,0.01,0.01,0.01,$87.64,0.57,$46.20,0.31,$24.86,0.17,$14.02,0.1,$8.21,0.06,$4.96,0.04,$3.11,0.03,$2.02,0.02,$1.35,0.01,$0.90,0.01
"$9,900",0.06%,"$2,088.04","$9,847.11",$184.28,0.094,$17.04,0.004,$162.69,0.997,$114.65,0.748,$45.28,0.445,$38.69,0.068,$1.34,0.013,$31.18,0.65,$102.16,1.346,$83.96,2.866,$95.46,0.67,$46.76,0.446,$6.48,0.055,$42.22,0.17,$0.02,0,$183.13,1.697,0.013,0,$152.94,5.372,$137.83,0.758,$14.31,0.054,$1.08,0.004,$2.43,0.034,$42.85,0.411,$18.67,0.016,$20.03,0.052,$0.20,0.002,$1.14,0.011,$7.62,0.088,$23.56,0.563,$24.71,0.43,$59.25,2.436,$65.77,0.57,$117.36,1.127,0.004,0.007,0.008,0.009,0.01,0.01,0.01,0.01,0.01,0.01,$87.78,0.57,$46.31,0.31,$24.93,0.18,$14.07,0.1,$8.24,0.06,$4.98,0.04,$3.12,0.03,$2.03,0.02,$1.35,0.01,$0.91,0.01
"$10,000",0.07%,"$2,096.68","$9,948.94",$185.76,0.094,$17.35,0.004,$162.83,0.998,$115.00,0.751,$45.40,0.446,$38.96,0.068,$1.34,0.013,$31.37,0.653,$102.33,1.348,$84.23,2.871,$95.66,0.671,$46.85,0.447,$6.49,0.055,$42.32,0.17,$0.02,0,$184.41,1.702,0.013,0,$153.29,5.381,$138.85,0.76,$14.39,0.055,$1.08,0.004,$2.45,0.034,$42.95,0.412,$18.79,0.016,$20.17,0.052,$0.20,0.002,$1.14,0.011,$7.67,0.088,$23.70,0.565,$24.79,0.431,$59.44,2.44,$66.65,0.572,$117.76,1.129,0.004,0.007,0.008,0.009,0.01,0.01,0.01,0.01,0.01,0.011,$87.90,0.57,$46.40,0.31,$25.00,0.18,$14.12,0.1,$8.27,0.06,$5.00,0.04,$3.13,0.03,$2.04,0.02,$1.36,0.01,$0.92,0.01
"$10,100",0.06%,"$2,105.26","$10,051.06",$186.77,0.095,$17.74,0.004,$162.99,0.999,$115.32,0.753,$45.51,0.447,$39.23,0.068,$1.35,0.013,$31.51,0.656,$102.51,1.349,$84.45,2.875,$96.10,0.673,$46.97,0.448,$6.50,0.055,$42.63,0.17,$0.02,0,$185.50,1.706,0.013,0,$153.52,5.389,$139.83,0.761,$14.47,0.055,$1.08,0.004,$2.45,0.034,$43.06,0.413,$18.97,0.016,$20.26,0.052,$0.20,0.002,$1.15,0.011,$7.69,0.089,$23.82,0.567,$24.89,0.432,$59.57,2.443,$67.47,0.575,$118.03,1.131,0.004,0.007,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.011,$88.02,0.57,$46.48,0.31,$25.06,0.18,$14.16,0.1,$8.29,0.06,$5.02,0.04,$3.14,0.03,$2.05,0.02,$1.37,0.01,$0.92,0.01
"$10,200",0.06%,"$2,113.78","$10,152.99",$187.93,0.095,$18.11,0.004,$163.11,1,$115.64,0.755,$45.71,0.448,$39.52,0.069,$1.37,0.013,$31.88,0.659,$102.75,1.35,$84.68,2.878,$96.29,0.674,$47.06,0.448,$6.51,0.055,$42.72,0.17,$0.02,0,$186.70,1.711,0.013,0,$153.88,5.396,$140.55,0.763,$14.52,0.055,$1.12,0.004,$2.49,0.034,$43.22,0.414,$19.12,0.016,$20.39,0.052,$0.20,0.002,$1.17,0.012,$7.96,0.09,$23.92,0.569,$24.99,0.433,$59.69,2.445,$68.46,0.578,$118.24,1.132,0.004,0.007,0.009,0.009,0.01,0.01,0.01,0.011,0.011,0.011,$88.12,0.57,$46.55,0.32,$25.10,0.18,$14.19,0.1,$8.32,0.06,$5.04,0.04,$3.15,0.03,$2.05,0.02,$1.37,0.01,$0.92,0.01
"$10,300",0.06%,"$2,122.24","$10,249.51",$189.16,0.095,$18.42,0.005,$163.29,1.001,$116.04,0.756,$45.88,0.449,$39.72,0.069,$1.38,0.013,$32.20,0.662,$102.95,1.352,$84.93,2.883,$96.54,0.676,$47.15,0.449,$6.51,0.056,$42.87,0.17,$0.02,0,$188.00,1.715,0.013,0,$154.16,5.404,$141.57,0.764,$14.58,0.055,$1.12,0.004,$2.49,0.034,$43.40,0.415,$19.23,0.017,$20.49,0.053,$0.20,0.002,$1.18,0.012,$8.18,0.091,$24.02,0.571,$25.08,0.434,$59.85,2.449,$69.46,0.581,$118.54,1.134,0.004,0.007,0.009,0.01,0.01,0.01,0.011,0.011,0.011,0.011,$88.25,0.57,$46.65,0.32,$25.18,0.18,$14.24,0.1,$8.35,0.06,$5.06,0.04,$3.17,0.03,$2.07,0.02,$1.38,0.01,$0.93,0.01
"$10,400",0.07%,"$2,130.63","$10,356.67",$190.36,0.096,$18.80,0.005,$163.50,1.002,$116.36,0.758,$45.98,0.45,$40.19,0.069,$1.39,0.013,$32.49,0.667,$103.27,1.353,$85.16,2.888,$96.80,0.677,$47.26,0.45,$6.53,0.056,$43.01,0.17,$0.02,0,$189.40,1.721,0.013,0,$154.52,5.411,$142.80,0.767,$14.98,0.056,$1.15,0.004,$2.50,0.034,$43.48,0.416,$19.57,0.017,$20.61,0.053,$0.21,0.002,$1.18,0.012,$8.24,0.092,$24.25,0.575,$25.17,0.435,$60.00,2.453,$70.47,0.585,$118.94,1.137,0.004,0.007,0.009,0.01,0.01,0.01,0.011,0.011,0.011,0.011,$88.42,0.57,$46.77,0.32,$25.26,0.18,$14.30,0.1,$8.39,0.06,$5.09,0.04,$3.19,0.03,$2.08,0.02,$1.39,0.01,$0.93,0.01
"$10,500",0.07%,"$2,138.94","$10,451.65",$191.63,0.096,$19.68,0.005,$163.69,1.003,$116.77,0.762,$46.09,0.451,$40.71,0.07,$1.40,0.014,$32.65,0.67,$103.63,1.355,$85.56,2.894,$97.05,0.679,$47.36,0.451,$6.54,0.056,$43.15,0.17,$0.02,0,$190.91,1.727,0.014,0,$154.75,5.417,$143.72,0.768,$15.03,0.056,$1.18,0.004,$2.53,0.034,$43.56,0.417,$19.95,0.017,$20.77,0.053,$0.21,0.002,$1.19,0.012,$8.29,0.092,$24.36,0.578,$25.41,0.437,$60.15,2.456,$71.73,0.589,$119.19,1.138,0.004,0.008,0.009,0.01,0.01,0.011,0.011,0.011,0.011,0.011,$88.58,0.58,$46.90,0.32,$25.35,0.18,$14.37,0.1,$8.44,0.06,$5.13,0.04,$3.21,0.03,$2.09,0.02,$1.40,0.01,$0.94,0.01
"$10,600",0.06%,"$2,147.19","$10,550.81",$192.77,0.096,$20.50,0.005,$163.80,1.004,$117.03,0.763,$46.25,0.452,$40.96,0.071,$1.42,0.014,$32.83,0.673,$103.88,1.356,$85.76,2.897,$97.33,0.68,$47.48,0.452,$6.55,0.056,$43.30,0.17,$0.02,0,$192.35,1.731,0.014,0,$155.03,5.423,$144.39,0.769,$15.11,0.056,$1.22,0.004,$2.54,0.035,$43.71,0.418,$20.11,0.017,$20.85,0.054,$0.21,0.002,$1.21,0.012,$8.34,0.092,$24.50,0.581,$25.51,0.438,$60.25,2.459,$72.91,0.592,$119.44,1.14,0.004,0.008,0.009,0.01,0.011,0.011,0.011,0.011,0.012,0.012,$88.67,0.58,$46.97,0.32,$25.39,0.18,$14.40,0.1,$8.46,0.06,$5.14,0.04,$3.22,0.03,$2.10,0.02,$1.40,0.01,$0.94,0.01
"$10,700",0.06%,"$2,155.37","$10,647.94",$194.69,0.097,$21.02,0.005,$164.01,1.005,$117.23,0.765,$46.32,0.453,$41.26,0.071,$1.49,0.014,$32.95,0.675,$104.17,1.357,$86.15,2.902,$97.61,0.681,$47.57,0.453,$6.56,0.056,$43.48,0.17,$0.02,0,$193.42,1.736,0.015,0,$155.25,5.429,$145.04,0.771,$15.22,0.056,$1.25,0.004,$2.55,0.035,$43.78,0.418,$20.26,0.017,$21.01,0.054,$0.21,0.002,$1.28,0.013,$8.40,0.093,$24.55,0.582,$25.76,0.44,$60.39,2.462,$73.73,0.594,$119.69,1.141,0.004,0.008,0.009,0.01,0.011,0.011,0.011,0.012,0.012,0.012,$88.85,0.58,$47.10,0.32,$25.49,0.18,$14.47,0.1,$8.52,0.06,$5.17,0.04,$3.24,0.03,$2.11,0.02,$1.41,0.01,$0.95,0.01
"$10,800",0.07%,"$2,163.48","$10,744.09",$196.16,0.097,$21.51,0.005,$164.16,1.006,$117.67,0.767,$46.42,0.453,$41.49,0.071,$1.51,0.015,$33.13,0.677,$104.42,1.359,$86.41,2.906,$97.81,0.682,$47.66,0.454,$6.56,0.056,$43.59,0.17,$0.02,0,$195.14,1.741,0.015,0,$155.64,5.437,$145.85,0.772,$15.31,0.056,$1.28,0.004,$2.56,0.035,$43.86,0.419,$20.38,0.017,$21.11,0.054,$0.22,0.002,$1.29,0.013,$8.51,0.094,$24.63,0.583,$25.91,0.442,$60.50,2.464,$75.07,0.598,$120.07,1.143,0.004,0.008,0.01,0.01,0.011,0.011,0.012,0.012,0.012,0.012,$88.97,0.58,$47.19,0.32,$25.56,0.18,$14.52,0.1,$8.54,0.06,$5.19,0.04,$3.25,0.03,$2.12,0.02,$1.41,0.01,$0.95,0.01
"$10,900",0.06%,"$2,171.53","$10,847.65",$197.44,0.098,$22.04,0.005,$164.27,1.007,$117.95,0.77,$46.51,0.454,$41.76,0.072,$1.52,0.015,$33.26,0.679,$104.54,1.36,$86.64,2.912,$98.02,0.683,$47.75,0.455,$6.57,0.056,$43.69,0.17,$0.02,0,$196.74,1.746,0.015,0,$155.85,5.443,$146.65,0.774,$15.38,0.056,$1.29,0.004,$2.59,0.035,$43.92,0.419,$20.52,0.017,$21.23,0.054,$0.22,0.002,$1.30,0.013,$8.53,0.094,$24.72,0.585,$26.00,0.443,$60.64,2.468,$76.37,0.602,$120.36,1.144,0.005,0.008,0.01,0.011,0.011,0.011,0.012,0.012,0.012,0.012,$89.07,0.58,$47.26,0.32,$25.60,0.18,$14.55,0.11,$8.56,0.06,$5.20,0.04,$3.26,0.03,$2.12,0.02,$1.42,0.01,$0.95,0.01
"$11,000",0.07%,"$2,179.52","$10,947.10",$198.79,0.098,$22.62,0.005,$164.46,1.008,$118.25,0.772,$46.70,0.456,$41.94,0.072,$1.52,0.015,$33.43,0.682,$104.92,1.361,$86.92,2.917,$98.33,0.685,$47.83,0.456,$6.58,0.056,$43.92,0.17,$0.02,0,$198.12,1.751,0.015,0,$156.30,5.451,$147.72,0.776,$15.58,0.057,$1.29,0.004,$2.61,0.035,$44.09,0.421,$20.62,0.017,$21.33,0.055,$0.22,0.002,$1.30,0.013,$8.57,0.094,$24.86,0.587,$26.13,0.445,$60.79,2.472,$77.39,0.605,$120.72,1.146,0.005,0.008,0.01,0.011,0.011,0.012,0.012,0.012,0.012,0.012,$89.22,0.58,$47.37,0.32,$25.67,0.18,$14.59,0.11,$8.59,0.06,$5.22,0.04,$3.27,0.03,$2.13,0.02,$1.42,0.01,$0.96,0.01
